"Entity_Name","Address","Floor","Borough","State","Zip","AED_NumPersonTrained","AED_NumAeds","Latitude","Longitude","Community_District","Council_District","Census_Tract_2010","NTA_Code","BBL","BIN","Location Point","Location Type","Last Updated"
"Lavelle Preparatory Charter School (CC1)","1 Teleport Drive","CC1","Staten Island","New York","10311","36","1","40.60426617","-74.17846815","502","50","29103","SI05","5021650170","5146615","POINT (-74.17846815 40.60426617)","Public Schools","03/10/2025"
"ALC - PS6","1211 Southern Boulevard","Main Entrance","Bronx","New York","10459","2","1","40.82894218","-73.89189565","203","17","12500","BX35","2029750037","2113777","POINT (-73.89189565 40.82894218)","School","03/10/2025"
"Harriet Tubman Charter School Junior Academy","1176 Franklin Avenue","3rd Floor Outside RM 310","Bronx","New York","10456","4","1","40.82959819","-73.9042817","203","17","18500","BX35","2026140004","2004274","POINT (-73.9042817 40.82959819)","School",
"Community Math and Science Prep","401 West 164 Street","Outside Room 331","Manhattan","New York","10032","15","1","40.83649915","-73.93708945","112","10","24301","MN36","1021110024","1062636","POINT (-73.93708945 40.83649915)","School",
"Sunset Park Avenues ANNEX (P.S. 516)","4308 4th Avenue","across from room 309","Brooklyn","New York","11232","3","1","40.65027302","-74.0086274","307","38","8200","BK32","3007280036","3000000","POINT (-74.0086274 40.65027302)","Public Schools",
"New-York Historical Society","170 CENTRAL PARK WEST","FL 03 (past elevator)","Manhattan","New York","10024","14","1","40.77925798","-73.97374249","107","6","16100","MN12","1011290029","1028816","POINT (-73.97374249 40.77925798)","Museums","07/22/2024"
"Transit Tech Career and Technical Education High School","1 Wells Street","PSAL","Brooklyn","New York","11208","32","8","40.67826884","-73.87596033","305","37","119600","BK82","3041550075","3327249","POINT (-73.87596033 40.67826884)","Public Schools","03/10/2025"
"Baccalaureate School for Global Education","34-12 36th Avenue","Main Entrance","Queens","New York","11106","40","1","40.75535848","-73.92716815","401","26","5500","QN68","4006340036","4009499","POINT (-73.92716815 40.75535848)","School","03/10/2025"
"Tishman Speyer [520 Madison]","520 MADISON AVENUE","FL 01 - Fire and Life","Manhattan","New York","10022","2","1","40.76009981","-73.97476802","105","4","10200","MN17","1012890014","1035727","POINT (-73.97476802 40.76009981)","Businesses & Commercial Spaces",
"Brooklyn High School for Law and Technology","1396 Broadway","Main Entrance","Brooklyn","New York","11221","12","1","40.6888239","-73.92090562","303","41","37500","BK35","3014820001","3039676","POINT (-73.92090562 40.6888239)","School",
"Our World Neighborhood Charter School II","135-25 79th Street","Late Arrivals Entrance 1st Floor staircase  Blue stair","Queens","New York","11414","12","1","40.6720679","-73.85671788","410","32","6202","QN57","4113770001","4541180","POINT (-73.85671788 40.6720679)","School",
"Challenge Preparatory Charter Elementary School","710 Hartman Lane","Rm 203","Queens","New York","11692","8","1","40.59988287","-73.76398818","414","31","100802","QN15","4157370001","4300731","POINT (-73.76398818 40.59988287)","School",
"HDR","500 7 AVENUE","15th Floor","Manhattan","New York","10018","4","1","40.75298491","-73.98918642","105","3","10900","MN17","1007870040","1014459","POINT (-73.98918642 40.75298491)","Businesses & Commercial Spaces",
"District 27 Pre-K Center 101-49 Woodhaven Boulevard (Q439)","101-49 Woodhaven Blvd","Main Entrance","Queens","New York","11416","25","1","40.68309562","-73.84553132","409","32","4001","QN53","4091020027","4189324","POINT (-73.84553132 40.68309562)","Public Schools","03/10/2025"
"P.S. 111 Seton Falls","3740 Baychester Avenue","Main Entrance","Bronx","New York","10466","6","1","40.88433662","-73.84025199","212","12","48400","BX03","2049160001","2065992","POINT (-73.84025199 40.88433662)","Public Schools",
"P.S. 043 Queens","160 Beach 29 Street","FL 04","Queens","New York","11691","9","1","40.59382594","-73.76174122","414","31","99802","QN15","4158200001","4467711","POINT (-73.76174122 40.59382594)","Public Schools",
"Lower East Side Preparatory High School","145 Stanton Street","Fourth floor near room 443","Manhattan","New York","10002","13","1","40.72057435","-73.98564545","103","1","3001","MN27","1003540080","1004323","POINT (-73.98564545 40.72057435)","School",
"P.S. 125 Ralph Bunche","425 West 123 Street","MAIN ENTRANCE","Manhattan","New York","10027","6","1","40.8104246","-73.95580871","109","7","20901","MN09","1019640012","1059526","POINT (-73.95580871 40.8104246)","Public Schools",
"OGDEN CAP PROPERTIES","545 MADISON AVENUE","5TH FLOOR","Manhattan","New York","10022","9","1","40.76079111","-73.97310365","105","4","10200","MN17","1012900052","1035758","POINT (-73.97310365 40.76079111)","Businesses & Commercial Spaces",
"P.S. 193 Alfred J. Kennedy","152-20 11 Avenue","Stairwell A 3rd Floor","Queens","New York","11357","12","1","40.79247577","-73.80973945","407","19","98700","QN49","4045380001","4103056","POINT (-73.80973945 40.79247577)","Public Schools",
"Cline, Davis & Mann, Inc.","485 LEXINGTON AVENUE","3rd Floor","Manhattan","New York","10017","6","1","40.75423683","-73.97399422","106","4","9200","MN19","1013010023","1036206","POINT (-73.97399422 40.75423683)","Businesses & Commercial Spaces",
"Bronx Arts and Science Charter School - Primary Building","955 Hutchinson River Parkway","Main Entrance","Bronx","New York","10465","0","1","40.82612961","-73.83677895","210","13","9000","BX09","2055420001","2126086","POINT (-73.83677895 40.82612961)","Public Schools","03/10/2025"
"P.S. 024 Andrew Jackson","45-57 Union Street","Outside Room 329","Queens","New York","11355","14","1","40.75206282","-73.81878832","407","20","120500","QN52","4052010021","4607475","POINT (-73.81878832 40.75206282)","Public Schools",
"Haug Partners LLP","745 FIFTH AVENUE","11th Fl./Closet","Manhattan","New York","10151","9","1","40.76331917","-73.97369465","105","4","11202","MN17","1012930069","1036079","POINT (-73.97369465 40.76331917)","Businesses & Commercial Spaces",
"District 2 Pre-K Center at 2-26 Washington St (M391)","2 WASHINGTON STREET","Room 202 Main office","Manhattan","New York","10004","26","1","40.70511839","-74.01559192","101","1","1300","MN25","1000157501","1087080","POINT (-74.01559192 40.70511839)","Public Schools",
"Fisher Brothers - 299 Park","299 Park Avenue","FL 42 - Ari Moses Office","Manhattan","New York","10171","16","1","40.75644922","-73.97449508","105","12","9200","MN19","1013030001","1036223","POINT (-73.97449508 40.75644922)","Businesses & Commercial Spaces","07/22/2024"
"P.S. 253 Brooklyn","601 Oceanview Avenue","Main Entrance","Brooklyn","New York","11235","8","1","40.57959983","-73.96207111","313","48","36400","BK19","3086660610","3244470","POINT (-73.96207111 40.57959983)","Public Schools",
"I.S. 061 William A Morris","445 Castleton Avenue","MAIN ENTRANCE","Staten Island","New York","10301","11","1","40.63400168","-74.09782538","501","49","6700","SI35","5001000100","5002227","POINT (-74.09782538 40.63400168)","Public Schools",
"Walt Disney/ABC, Inc.","19 EAST 34 STREET","Near Copiers-6th Floor","Manhattan","New York","10016","180","1","40.74801073","-73.98353543","105","4","7400","MN17","1008647502","1087934","POINT (-73.98353543 40.74801073)","Businesses & Commercial Spaces",
"Learners and Leaders - Annex","360 Seneca Avenue","Outside the gym","Queens","New York","11385","2","1","40.70730871","-73.91532904","405","34","53900","QN20","4034250007","4597303","POINT (-73.91532904 40.70730871)","School",
"Kingsbridge International High School","2780 Reservoir Avenue","main entrance","Bronx","New York","10468","3","1","40.87028649","-73.89830757","207","11","40900","BX28","2032470070","2015241","POINT (-73.89830757 40.87028649)","School",
"Hawkins, Delafield & Wood LLP","7 WORLD TRADE CENTER","41st floor / mailroom","Manhattan","New York","10007","10","1","40.71321318","-74.0117089","101","1","2100","MN24","1000840036","1086510","POINT (-74.0117089 40.71321318)","Businesses & Commercial Spaces",
"The Joan Snow Pre-K Center at 3610 Glenwood Road (K042)","3610 Glenwood Road","Main Entrance","Brooklyn","New York","11210","7","1","40.63435255","-73.94179519","317","45","78400","BK91","3075640047","3206141","POINT (-73.94179519 40.63435255)","Public Schools",
"MS 936 Arts Off 3rd","270 59th Street","4th floor by elevator","Brooklyn","New York","11220","2","1","40.64320365","-74.0208023","307","38","2200","BK32","3008610037","3424758","POINT (-74.0208023 40.64320365)","School",
"Fisher Brothers - 299 Park","299 Park Avenue","FL 16 - Management Office","Manhattan","New York","10171","16","1","40.75644922","-73.97449508","105","12","9200","MN19","1013030001","1036223","POINT (-73.97449508 40.75644922)","Businesses & Commercial Spaces","07/22/2024"
"Viking Global","660 FIFTH AVENUE","9th Floor Gym","Manhattan","New York","10103","18","1","40.76013593","-73.97686165","105","4","10400","MN17","1012687502","1034520","POINT (-73.97686165 40.76013593)","Businesses & Commercial Spaces",
"High School for Dual Language and Asian Studies","350 Grand Street","outside room 134","Manhattan","New York","10002","3","1","40.71734144","-73.98959626","103","1","1800","MN27","1004080030","1005283","POINT (-73.98959626 40.71734144)","School",
"P.S. 28 - The Thomas Emanuel Early Childhood Center","109-10 47 Avenue","MAIN ENTRANCE (Thomas Emanuel)","Queens","New York","11368","9","1","40.7471186","-73.85482351","404","21","41500","QN25","4020030023","4529578","POINT (-73.85482351 40.7471186)","Public Schools",
"Sailor's Snug Harbor","1000 Richmond Terrace","FL 01","Staten Island","New York","10301","1","1","40.64506801","-74.10475314","501","49","9700","SI22","5000760200","5000000","POINT (-74.10475314 40.64506801)","Parks & Recreation",
"Capital Preparatory (CP) Harlem Charter School","52 East 130th Street","outside elevator 3rd fl.","Manhattan","New York","10035","10","1","40.80870634","-73.93790332","111","9","20600","MN03","1017540020","1054233","POINT (-73.93790332 40.80870634)","School",
"P.S. Q016 The Nancy DeBenedittis School","41-15 104 Street","principal office","Queens","New York","11368","11","1","40.74897924","-73.86122925","404","21","40300","QN26","4019850001","4048820","POINT (-73.86122925 40.74897924)","Public Schools",
"Queensbridge/Riis Senior Centers","10-25 41st Avenue","Director's Office","Queens","New York","11101","3","1","40.75548111","-73.94532729","401","26","2500","QN68","4004700100","4433386","POINT (-73.94532729 40.75548111)","Senior Centers",
"Fried, Frank, Harris, Shriver & Jacobson LLP","1 NEW YORK PLAZA","FL 30","Manhattan","New York","10004","36","1","40.70253319","-74.01256178","101","1","900","MN25","1000047501","1000005","POINT (-74.01256178 40.70253319)","Businesses & Commercial Spaces","06/20/2024"
"New York Center For Autism Charter School - Bronx","1180 Tinton Avenue","Outside Rm 401bb","Bronx","New York","10456","2","1","40.82841218","-73.90072055","203","17","13500","BX35","2026720001","2004869","POINT (-73.90072055 40.82841218)","School",
"Walt Disney/ABC, Inc.","77 WEST 66 STREET","Stair Y-4th Floor","Manhattan","New York","10023","180","1","40.77324011","-73.98069136","107","6","15300","MN14","1011190008","1082810","POINT (-73.98069136 40.77324011)","Businesses & Commercial Spaces",
"New York City Office of Management & Budget","255 Greenwich Street","FL 07 (outside 7-M3)","Manhattan","New York","10007","0","1","40.71444286","-74.01147464","101","1","2005","MN24","1001270018","1001415","POINT (-74.01147464 40.71444286)","Government Buildings & Services","11/01/2024"
"Vanguard High School","317 East 67 Street","Room 400","Manhattan","New York","10065","11","1","40.76535184","-73.96005883","108","5","11800","MN31","1014420001","1083343","POINT (-73.96005883 40.76535184)","School",
"P.S. 186 Dr. Irving A Gladstone","7601 19 Avenue","5th Floor Outside 505B","Brooklyn","New York","11214","13","1","40.61147572","-73.99467675","311","43","27400","BK28","3062390001","3160923","POINT (-73.99467675 40.61147572)","Public Schools",
"Bayside High School","32-24 Corporal Kennedy Street","Outside Room 327","Queens","New York","11361","24","1","40.77174691","-73.78029496","411","19","109700","QN46","4060440001","4134578","POINT (-73.78029496 40.77174691)","School",
"Department of Citywide Administrative Services","100 Centre Street","FL 16","Manhattan","New York","10007","2","1","40.71607657","-74.0014249","101","1","2900","MN27","1001670001","1079000","POINT (-74.0014249 40.71607657)","Government Buildings & Services",
"Cravath, Swaine & Moore LLP","389 NINTH AVENUE","FL 36","Manhattan","New York","10001","40","1","40.75216196","-73.9972028","104","3","10300","MN13","1007297505","1000000","POINT (-73.9972028 40.75216196)","Businesses & Commercial Spaces",
"JPMorgan Chase - 4 NYP","4 NEW YORK PLAZA","-","Manhattan","New York","10004","1","5","40.70236589","-74.01132468","101","1","900","MN25","1000050010","1000007","POINT (-74.01132468 40.70236589)","Businesses & Commercial Spaces",
"The Children's Lab School","45-45 42nd Street","4th Floor Near Elevator","Queens","New York","11104","10","1","40.7425649","-73.92260266","402","26","18102","QN31","4001690006","4540402","POINT (-73.92260266 40.7425649)","School",
"Citigroup Corporation Investment Bank-Medical Department:333 West 34th Street","333 WEST 34 STREET","FL 01 - Security Department","Manhattan","New York","10001","20","1","40.75264494","-73.99453549","104","3","11100","MN13","1007587501","1013558","POINT (-73.99453549 40.75264494)","Businesses & Commercial Spaces",
"Leaders In Our Neighborhood Charter High School","830 Hunts Point Avenue","MAIN ENTRANCE","Bronx","New York","10474","16","1","40.81728462","-73.88835962","202","17","11502","BX27","2027620007","2124444","POINT (-73.88835962 40.81728462)","School",
"Brooklyn International High School","49 Flatbush Avenue Extension","6th Floor, Outside Room 629","Brooklyn","New York","11201","14","1","40.69733156","-73.98501576","302","33","1500","BK38","3001200020","3000216","POINT (-73.98501576 40.69733156)","School",
"Friends Seminary","222 EAST 16 STREET","209 Building Entry Hallway","Manhattan","New York","10003","29","1","40.73441897","-73.98577597","106","2","4800","MN21","1008970016","1082120","POINT (-73.98577597 40.73441897)","School",
"Legacy College Prep High School","808 Cauldwell Avenue","main entrance","Bronx","New York","10456","12","1","40.82024724","-73.90811776","201","17","7500","BX34","2026300005","2004491","POINT (-73.90811776 40.82024724)","School",
"P.S. 219 Kennedy-King","1060 Clarkson Avenue","Outside 3rd Floor Gym","Brooklyn","New York","11212","30","1","40.65928049","-73.92291952","317","41","88600","BK96","3046480001","3101168","POINT (-73.92291952 40.65928049)","Public Schools","03/10/2025"
"Department of Citywide Administrative Services","346 Broadway","FL 08","Manhattan","New York","10007","8","1","40.71668858","-74.0041629","101","1","3100","MN24","1001707501","1001835","POINT (-74.0041629 40.71668858)","Government Buildings & Services",
